id,name,gender,date_of_birth,id_number,driving_license,issue_date,expiry_date,contact_number,address,driving_experience,driver_status,created_at,updated_at
2501a2e1e43d11efae7fad30f1df9c0c,钟宇轩,男,1947-10-15 23:53:04,220113194710151038,220113194710151038,1977-11-15,长期,15962847112,吉林省 长春市 九台区,48,正常,2025-02-06 11:47:53,
2501a2e3e43d11efa0f0ad30f1df9c0c,邓飞,男,1963-10-07 14:15:39,411425196310078676,411425196310078676,1995-07-20,长期,18754926076,河南省 商丘市 虞城县,30,正常,2025-02-06 11:47:53,
2501c9e2e43d11efac74ad30f1df9c0c,王辰逸,男,1955-02-22 19:21:46,610116195502228850,610116195502228850,1984-03-08,长期,15058717236,陕西省 西安市 长安区,41,正常,2025-02-06 11:47:53,
2501c9e4e43d11ef8994ad30f1df9c0c,程梦洁,女,1952-06-24 05:15:59,620122195206246703,620122195206246703,1985-08-18,长期,18164534942,甘肃省 兰州市 皋兰县,38,吊销,2025-02-06 11:47:53,
2501c9e6e43d11efa05bad30f1df9c0c,高睿,男,1976-11-25 06:41:41,330213197611257675,330213197611257675,2013-09-21,长期,18202176444,浙江省 宁波市 奉化区,12,暂停,2025-02-06 11:47:53,
2501c9e8e43d11ef83e8ad30f1df9c0c,宋若曦,女,2005-10-31 22:10:14,610803200510316447,610803200510316447,2039-06-04,2045-06-04,18752966907,陕西省 榆林市 横山区,0,暂停,2025-02-06 11:47:53,
2501c9eae43d11ef9febad30f1df9c0c,尹欣妍,女,1955-08-30 19:32:01,37162519550830752X,37162519550830752X,1999-04-26,长期,13476950157,山东省 滨州市 博兴县,26,正常,2025-02-06 11:47:53,
2501c9ece43d11efb347ad30f1df9c0c,夏睿智,男,1972-05-19 18:00:35,140107197205199838,140107197205199838,2008-11-03,长期,13647240150,山西省 太原市 杏花岭区,17,正常,2025-02-06 11:47:53,
2501c9eee43d11efb6e0ad30f1df9c0c,邹瑜诗琪,女,2006-08-06 00:40:32,370681200608063204,370681200608063204,2027-04-17,2033-04-17,15591275072,山东省 烟台市 龙口市,0,正常,2025-02-06 11:47:53,
2501f0eee43d11ef8a39ad30f1df9c0c,白天佑,男,1974-07-22 00:45:56,152922197407227113,152922197407227113,2000-06-14,长期,13611392196,内蒙古自治区 阿拉善盟 阿拉善右旗,25,正常,2025-02-06 11:47:53,
2501f0f0e43d11efb4fdad30f1df9c0c,朱平亮,男,1995-09-14 16:36:24,510502199509144797,510502199509144797,2020-09-08,2026-09-08,13987163504,四川省 泸州市 江阳区,5,正常,2025-02-06 11:47:53,
2501f0f2e43d11ef947aad30f1df9c0c,冯梦瑶,女,2001-08-26 07:12:44,620702200108269128,620702200108269128,2028-02-10,2034-02-10,13760809696,甘肃省 张掖市 甘州区,0,正常,2025-02-06 11:47:53,
2501f0f4e43d11ef9f22ad30f1df9c0c,吴龙刚,男,1992-02-02 09:35:29,652301199202027073,652301199202027073,2010-04-05,长期,13840654016,新疆维吾尔自治区 昌吉回族自治州 昌吉市,15,正常,2025-02-06 11:47:53,
2501f0f6e43d11ef9e98ad30f1df9c0c,钟健俊凯,男,2001-01-23 18:09:32,45122820010123637X,45122820010123637X,2024-03-28,2030-03-28,18774443690,广西壮族自治区 河池市 都安瑶族自治县,1,正常,2025-02-06 11:47:53,
2501f0f8e43d11ef9d29ad30f1df9c0c,马昊天,男,1998-05-26 05:24:13,320104199805261459,320104199805261459,2029-12-06,2035-12-06,15759898107,江苏省 南京市 秦淮区,0,正常,2025-02-06 11:47:53,
2501f0fae43d11ef99b3ad30f1df9c0c,白倩,女,1980-08-09 20:05:51,441622198008094487,441622198008094487,2019-06-07,2035-06-07,15746427068,广东省 河源市 龙川县,6,正常,2025-02-06 11:47:53,
25021800e43d11ef9f47ad30f1df9c0c,段梦洁,女,2005-09-04 22:44:31,230719200509045680,230719200509045680,2038-07-17,2044-07-17,15625401341,黑龙江省 伊春市 友好区,0,正常,2025-02-06 11:47:53,
25021802e43d11efbedbad30f1df9c0c,沈俊熙,男,1980-04-27 09:19:32,130227198004274997,130227198004274997,2021-02-06,2027-02-06,13384435822,河北省 唐山市 迁西县,4,正常,2025-02-06 11:47:53,
25021804e43d11ef8398ad30f1df9c0c,潘天翔,男,1997-02-19 07:22:41,450223199702198251,450223199702198251,2015-05-26,长期,18751222485,广西壮族自治区 柳州市 鹿寨县,10,正常,2025-02-06 11:47:53,
25021806e43d11efbe61ad30f1df9c0c,夏旭天翔,男,1994-03-28 00:55:19,320312199403289812,320312199403289812,2035-10-20,2041-10-20,18156106624,江苏省 徐州市 铜山区,0,正常,2025-02-06 11:47:53,
25021808e43d11efb674ad30f1df9c0c,叶浩然,男,1989-06-29 23:51:02,211282198906296090,211282198906296090,2035-12-18,2041-12-18,15630050506,辽宁省 铁岭市 开原市,0,正常,2025-02-06 11:47:53,
2502180ae43d11ef8f30ad30f1df9c0c,冯天佑,男,1966-08-27 08:46:05,230208196608271637,230208196608271637,1995-10-07,长期,15177977139,黑龙江省 齐齐哈尔市 梅里斯达斡尔族区,30,正常,2025-02-06 11:47:53,
2502180ce43d11ef9e1fad30f1df9c0c,阎瑾,女,1950-05-08 04:18:47,130207195005085080,130207195005085080,1987-08-11,长期,18040394020,河北省 唐山市 丰南区,38,暂停,2025-02-06 11:47:53,
2502180ee43d11efb5ebad30f1df9c0c,丁欣怡,女,1946-06-22 11:53:20,340322194606224123,340322194606224123,1972-07-22,长期,14584118948,安徽省 蚌埠市 五河县,53,正常,2025-02-06 11:47:53,
